image_no,country,file,sheet,question,option,answer,score,What's wrong in Question,How can I improve the question,How can I improve the Options,Correct Answer
bocce_8,IBQ,IBQ_Italy.xlsx,Bocce,Qual è la struttura visibile sullo sfondo dell'immagine?,"a) Palazzo
b) Alberi
c) Piscina
d) Parcheggio",Alberi,0,"The correct answer should be 'Palazzo' (building/structure) as the prominent feature in the background is a large building with a distinctive metal structure, not trees. While there are some trees visible, they are not the dominant background element.",Qual è la struttura principale visibile sullo sfondo dell'immagine?,"['Palazzo', 'Alberi', 'Piscina', 'Parcheggio']",Palazzo
bocce_8,IBQ,IBQ_Italy.xlsx,Bocce,Che tipo di superficie viene utilizzata per il gioco delle bocce nell'immagine?,"a) Erba naturale
b) Cemento
c) Sabbia
d) Erba sintetica",Erba naturale,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_8,IBQ,IBQ_Italy.xlsx,Bocce,Quali sono gli elementi architettonici visibili nell'immagine?,"a) Panchine
b) Statue
c) Fontane
d) Nessuno",Panchine,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_9,IBQ,IBQ_Italy.xlsx,Bocce,Qual è il colore della boccia che viene lanciata nell'immagine?,"a) Rosso
b) Verde
c) Blu
d) Giallo",Rosso,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_9,IBQ,IBQ_Italy.xlsx,Bocce,Qual è l'abbigliamento del giocatore che sta lanciando la boccia?,"a) Maglietta e pantaloni corti
b) Giacca e cravatta
c) Tuta sportiva
d) Abito elegante",Maglietta e pantaloni corti,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_9,IBQ,IBQ_Italy.xlsx,Bocce,In che tipo di ambiente si svolge il gioco nell'immagine?,"a) Spiaggia
b) Parco pubblico
c) Palestra
d) Stadio",Parco pubblico,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_9,IBQ,IBQ_Italy.xlsx,Bocce,Qual è l'atteggiamento della persona seduta sulla panchina nell'immagine?,"a) Indifferente
b) Interessato
c) Addormentato
d) Arrabbiato",Interessato,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_10,IBQ,IBQ_Italy.xlsx,Bocce,Quante bocce rosse ci sono nell'immagine?,"a) Due
b) Tre
c) Quattro
d) Cinque",Tre,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_10,IBQ,IBQ_Italy.xlsx,Bocce,Qual è la posizione della persona nell'immagine rispetto alle bocce?,"a) In piedi
b) Seduta
c) Accovacciata
d) Sdraiata",In piedi,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_10,IBQ,IBQ_Italy.xlsx,Bocce,Quale mano sta usando la persona per lanciare la boccia?,"a) Destra
b) Sinistra
c) Entrambe
d) Nessuna",Destra,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_10,IBQ,IBQ_Italy.xlsx,Bocce,Qual è l'oggetto che la persona tiene nella mano sinistra?,"a) Pallina
b) Telefono
c) Bicchiere
d) Chiavi",Bicchiere,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_11,IBQ,IBQ_Italy.xlsx,Bocce,Quante bocce nere ci sono nell'immagine?,"a) Una
b) Due
c) Tre
d) Quattro",Tre,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_11,IBQ,IBQ_Italy.xlsx,Bocce,Quante bocce gialle ci sono nell'immagine?,"a) Due
b) Tre
c) Quattro
d) Cinque",Tre,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_11,IBQ,IBQ_Italy.xlsx,Bocce,Qual è il colore della boccia più piccola nell'immagine?,"a) Rossa
b) Verde
c) Blu
d) Bianca",Bianca,0,"The question asks for the color of the smallest bocce, but the image shows multiple bocce balls of similar size, and the smallest one is yellow, not white. The provided correct answer is incorrect.",Qual è il colore della boccia più piccola nell'immagine?,"['a) Rossa', 'b) Verde', 'c) Gialla', 'd) Nera']",c) Gialla
bocce_11,IBQ,IBQ_Italy.xlsx,Bocce,Quante bocce ci sono in totale nell'immagine?,"a) Cinque
b) Sei
c) Sette
d) Otto",Sette,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_11,IBQ,IBQ_Italy.xlsx,Bocce,Qual è il materiale del campo da bocce nell'immagine?,"a) Erba
b) Cemento
c) Sabbia
d) Legno",Erba,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_12,IBQ,IBQ_Italy.xlsx,Bocce,Che tipo di ambiente circonda i giocatori di bocce nell'immagine?,"a) Urbano
b) Montano
c) Naturale
d) Marino",Naturale,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_12,IBQ,IBQ_Italy.xlsx,Bocce,Quale giocatore sembra essere in procinto di lanciare una boccia nell'immagine?,"a) La persona a sinistra
b) La persona a destra
c) Entrambi
d) Nessuno",La persona a sinistra,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_12,IBQ,IBQ_Italy.xlsx,Bocce,Qual è la posizione della boccia bianca rispetto alle altre bocce nell'immagine?,"a) Più vicina
b) Più lontana
c) Sullo stesso livello
d) Non visibile",Più vicina,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_13,IBQ,IBQ_Italy.xlsx,Bocce,Quali sono i colori delle bocce utilizzate nel gioco?,"a) Rosso e verde
b) Blu e giallo
c) Bianco e nero
d) Arancione e viola",Rosso e verde,0,"The question asks about the colors of the bocce balls, but the image shows that the balls are black. The answer 'Rosso e verde' (Red and green) is incorrect based on the image. The question and answer need to be updated to reflect the actual colors visible in the image.",Quali sono i colori delle bocce visibili nell'immagine?,"a) Rosso e verde
b) Blu e giallo
c) Nero
d) Arancione e viola",Nero
bocce_13,IBQ,IBQ_Italy.xlsx,Bocce,Qual è l'età approssimativa dei giocatori di bocce nell'immagine?,"a) Bambini
b) Adolescenti
c) Adulti
d) Anziani",Adulti,1,no mistake,no correction needed,no correction needed,no answer needed
bocce_13,IBQ,IBQ_Italy.xlsx,Bocce,Qual è l'ambiente circostante in cui si sta svolgendo il gioco di bocce?,"a) Parco pubblico
b) Spiaggia
c) Palestra
d) Strada",Parco pubblico,1,no mistake,no correction needed,no correction needed,no answer needed
img1,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è la forma delle bocce utilizzate nel gioco delle bocce?,"a) Quadrata
b) Rettangolare
c) Circolare
d) Triangolare",Circolare,1,no mistake,no correction needed,no correction needed,no answer needed
img1,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Quali materiali sono utilizzati per le bocce?,"a) Legno
b) Plastica
c) Metallo
d) Tutti i precedenti",Tutti i precedenti,1,no mistake,no correction needed,no correction needed,no answer needed
img1,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è il ruolo del pallino nel gioco delle bocce?,"a) Segnare punti
b) Essere colpito dalle bocce
c) Determinare la distanza
d) Essere evitato",Essere colpito dalle bocce,1,no mistake,no correction needed,no correction needed,no answer needed
img1,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è l'obiettivo principale del gioco delle bocce?,"a) Segnare gol
b) Colpire il pallino
c) Avvicinarsi al pallino
d) Evitare il contatto fisico",Avvicinarsi al pallino,1,no mistake,no correction needed,no correction needed,no answer needed
img1,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è l'importanza culturale del gioco delle bocce in Italia?,"a) Celebrare le festività religiose
b) Rappresentare la storia e le tradizioni locali
c) Promuovere il turismo
d) Insegnare abilità sportive",Rappresentare la storia e le tradizioni locali,1,no mistake,no correction needed,no correction needed,no answer needed
img2,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è lo strumento che la persona a sinistra sta tenendo in mano?,"a) Palla
b) Stecca
c) Racchetta
d) Strumento di legno",Strumento di legno,1,no mistake,no correction needed,no correction needed,no answer needed
img2,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è l'oggetto che la persona a destra sta tenendo in mano?,"a) Palla da tennis
b) Guanto da baseball
c) Boccia
d) Bastone da hockey",Boccia,1,no mistake,no correction needed,no correction needed,no answer needed
img2,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è il colore della cintura della persona a destra?,"a) Rosso
b) Verde
c) Blu
d) Nero",Nero,0,"The question asks for the color of the belt of the person on the right, but the person on the right has a blue belt, not a black belt. The correct answer should be Blu.",Qual è il colore della cintura della persona a destra?,"['a) Rosso', 'b) Verde', 'c) Blu', 'd) Bianco']",c) Blu
img2,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è il materiale dello strumento che la persona a sinistra sta tenendo?,"a) Plastica
b) Metallo
c) Legno
d) Carta",Legno,1,no mistake,no correction needed,no correction needed,no answer needed
img2,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è il contesto in cui si trovano le persone nell'immagine?,"a) Parco
b) Strada
c) Casa
d) Spiaggia",Parco,0,"The image shows people playing 'bocce', a sport typically played in a park or dedicated bocce court. The current options are too broad. The correct answer 'Parco' is reasonable, but the question and options could be more specific to the image.",Cosa si può dedurre dal contesto in cui si trovano le persone nell'immagine?,"a) Stanno giocando a calcio
b) Stanno giocando a bocce
c) Stanno facendo una passeggiata
d) Stanno leggendo un libro",b) Stanno giocando a bocce
img3,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è l'oggetto marrone sulla parte superiore della struttura?,"a) Palla
b) Scatola
c) Cubo
d) Disco",Palla,1,no mistake,no correction needed,no correction needed,no answer needed
img3,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è il colore dell'oggetto sulla parte superiore della struttura in secondo piano?,"a) Bianco
b) Nero
c) Marrone
d) Grigio",Bianco,1,no mistake,no correction needed,no correction needed,no answer needed
img3,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è il materiale della struttura in primo piano?,"a) Legno
b) Metallo
c) Plastica
d) Vetro",Legno,1,no mistake,no correction needed,no correction needed,no answer needed
img3,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è il colore del tessuto su cui si trovano gli oggetti?,"a) Rosso
b) Blu
c) Verde
d) Giallo",Rosso,1,no mistake,no correction needed,no correction needed,no answer needed
img3,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è la forma della struttura in primo piano?,"a) Cubo
b) Sfera
c) Cilindro
d) Piramide",Cubo,0,"The question asks about the shape of the structure in the foreground, but the foreground structure is a box or a cuboid, not a cube. Also, the options do not accurately reflect the visible shapes.",Qual è la forma della struttura in primo piano?,"['a) Cuboide', 'b) Sfera', 'c) Cilindro', 'd) Piramide']",a) Cuboide
img4,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è il materiale della palla nell'immagine?,"a) Legno
b) Plastica
c) Metallo
d) Pelle",Pelle,1,no mistake,no correction needed,no correction needed,no answer needed
img4,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è l'oggetto che la palla sta riposando su?,"a) Struttura di legno
b) Superficie metallica
c) Tavola di plastica
d) Vetro",Superficie metallica,0,"The correct answer should be 'Struttura di legno' as the ball is resting on a wooden structure, not a metallic surface. The image clearly shows a wooden base.",Qual è l'oggetto su cui la palla sta riposando?,"['a) Struttura di legno', 'b) Superficie metallica', 'c) Tavola di plastica', 'd) Vetro']",a) Struttura di legno
img4,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è il colore dell'oggetto a destra sfocato nello sfondo?,"a) Bianco
b) Grigio
c) Marrone
d) Nero",Bianco,0,"The question asks for the color of the blurred object in the background, but the background appears to be primarily green. The stated correct answer 'Bianco' (White) is incorrect as there is no prominent white object in the blurred background. The image focuses on brown balls.",Qual è il colore della palla in primo piano?,"['a) Bianco', 'b) Grigio', 'c) Marrone', 'd) Nero']",c) Marrone
img4,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è la texture della palla nell'immagine?,"a) Liscia
b) Ruvida
c) Striata
d) Con cuciture",Con cuciture,1,no mistake,no correction needed,no correction needed,no answer needed
img5,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è il periodo storico rappresentato nell'immagine?,"a) Medievale
b) Rinascimento
c) Barocco
d) Classico",Rinascimento,0,"The image depicts a scene that is characteristic of the Baroque period, not the Renaissance. The clothing, the dramatic composition, and the architectural style (specifically the fortress) point to the 17th or 18th century, well within the Baroque era. The Renaissance (14th-16th centuries) has different stylistic conventions.",Qual è il periodo storico rappresentato nell'immagine?,"['a) Medievale', 'b) Barocco', 'c) Rinascimento', 'd) Neoclassico']",b) Barocco
img5,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Quali sono le attività che le persone nell'immagine stanno svolgendo?,"a) Gioco
b) Commercio
c) Studio
d) Festa",Gioco,1,no mistake,no correction needed,no correction needed,no answer needed
img5,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Quali sono le caratteristiche architettoniche visibili sullo sfondo?,"a) Castello
b) Ponte
c) Chiesa
d) Torre",Torre,1,no mistake,no correction needed,no correction needed,no answer needed
img5,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Come riflettono i vestiti degli individui il periodo storico?,"a) Moda moderna
b) Abiti tradizionali
c) Costumi storici
d) Uniformi militari",Costumi storici,1,no mistake,no correction needed,no correction needed,no answer needed
img5,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è il significato dell'ambientazione nell'immagine?,"a) Evento religioso
b) Rituale sociale
c) Lavoro quotidiano
d) Attività ricreativa",Attività ricreativa,1,no mistake,no correction needed,no correction needed,no answer needed
img6,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è lo scopo dell'oggetto su cui la palla sta riposando?,"a) Decorazione
b) Giochi
c) Supporto
d) Conservazione",Supporto,1,no mistake,no correction needed,no correction needed,no answer needed
img6,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Descrivi la texture e l'aspetto della palla.,"a) Liscia
b) Ruvida
c) Striata
d) Lucida",Ruvida,1,no mistake,no correction needed,no correction needed,no answer needed
img6,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è il significato delle cuciture sulla palla?,"a) Estetico
b) Funzionale
c) Storico
d) Culturale",Storico,1,no mistake,no correction needed,no correction needed,no answer needed
img6,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual potrebbe essere il rilievo storico o culturale della palla?,"a) Moderno
b) Antico
c) Tradizionale
d) Sportivo",Antico,1,no mistake,no correction needed,no correction needed,no answer needed
img7,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è l'ambientazione dell'immagine?,"a) Spiaggia
b) Centro città
c) Quartiere residenziale
d) Parco storico",Centro città,1,no mistake,no correction needed,no correction needed,no answer needed
img7,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Quale attività stanno svolgendo le persone nell'immagine?,"a) Passeggiata
b) Giochi
c) Picnic
d) Festa",Gioco,1,no mistake,no correction needed,no correction needed,no answer needed
img7,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Descrivi l'abbigliamento delle persone nell'immagine.,"a) Uniformi da lavoro
b) Abiti casual
c) Uniformi sportive
d) Costumi storici",Uniformi sportive,1,no mistake,no correction needed,no correction needed,no answer needed
img7,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Cosa si può dedurre sul luogo basandosi sull'architettura e l'assetto delle strade?,"a) Moderno
b) Storico
c) Industriale
d) Commerciale",Storico,1,no mistake,no correction needed,no correction needed,no answer needed
img7,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Quante persone sono visibili nell'immagine e cosa stanno facendo?,"a) Due
b) Quattro
c) Sei
d) Otto",Sei,1,no mistake,no correction needed,no correction needed,no answer needed
img8,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è l'evento o l'attività rappresentata nell'immagine?,"a) Festival musicale
b) Cerimonia religiosa
c) Performance tradizionale
d) Gara sportiva",Performance tradizionale,1,no mistake,no correction needed,no correction needed,no answer needed
img8,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Che tipo di strumento musicale o oggetto sta tenendo la persona al centro?,"a) Tamburo
b) Violino
c) Chitarra
d) Xilofono",Chitarra,0,"The question asks about a musical instrument, but the image shows people playing a traditional sport (likely a form of pelota vasca) with a cesta (a curved wicker basket). There is no musical instrument visible.",Cosa sta tenendo in mano la persona a destra nell'immagine?,"['a) Un tamburo', 'b) Una racchetta', 'c) Una cesta', 'd) Un violino']",c) Una cesta
img8,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è lo sfondo visibile nell'immagine?,"a) Edifici moderni
b) Paesaggio naturale
c) Piazza pubblica
d) Interno di un edificio",Piazza pubblica,1,no mistake,no correction needed,no correction needed,no answer needed
img8,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è il colore dominante degli abiti delle persone nell'immagine?,"a) Bianco
b) Nero
c) Rosso
d) Verde",Bianco,1,no mistake,no correction needed,no correction needed,no answer needed
img8,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è la probabile occasione dell'evento mostrato nell'immagine?,"a) Giornata lavorativa
b) Festa tradizionale
c) Evento sportivo
d) Cerimonia ufficiale",Festa tradizionale,1,no mistake,no correction needed,no correction needed,no answer needed
img9,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è la struttura fatta di oggetti impilati in primo piano nell'immagine?,"a) Piramide
b) Torre
c) Scultura
d) Muro",Torre,1,no mistake,no correction needed,no correction needed,no answer needed
img9,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Descrivi l'ambientazione e lo sfondo dell'immagine.,"a) Parco urbano
b) Area rurale
c) Piazza cittadina
d) Interno di edificio",Parco urbano,1,no mistake,no correction needed,no correction needed,no answer needed
img9,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è il significato del grande muro sullo sfondo?,"a) Storico
b) Decorativo
c) Barriera
d) Strutturale",Storico,1,no mistake,no correction needed,no correction needed,no answer needed
img9,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Come contribuisce la presenza del pubblico sullo sfondo alla scena?,"a) Osservazione
b) Partecipazione
c) Decorazione
d) Distrazione",Osservazione,1,no mistake,no correction needed,no correction needed,no answer needed
img10,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Cosa sta facendo la persona nell'immagine?,"a) Correndo
b) Lanciando una palla
c) Giocando a calcio
d) Ballando",Lanciando una palla,1,no mistake,no correction needed,no correction needed,no answer needed
img10,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Che tipo di palla sta lanciando la persona?,"a) Palla da calcio
b) Palla da basket
c) Boccia
d) Palla da tennis",Boccia,1,no mistake,no correction needed,no correction needed,no answer needed
img10,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Cosa sta indossando la persona nell'immagine?,"a) Tuta sportiva
b) Abiti casual
c) Uniforme
d) Costume",Tuta sportiva,1,no mistake,no correction needed,no correction needed,no answer needed
img10,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Su che tipo di superficie si trova la persona?,"a) Erba
b) Asfalto
c) Sabbia
d) Parquet",Asfalto,1,no mistake,no correction needed,no correction needed,no answer needed
img10,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è l'angolo del braccio della persona mentre lancia la palla?,"a) Angolo retto
b) Angolo acuto
c) Angolo ottuso
d) Angolo piatto",Angolo retto,1,no mistake,no correction needed,no correction needed,no answer needed
img12,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è la posizione della persona a sinistra nell'immagine?,"a) Seduto
b) In piedi
c) Accovacciato
d) Correndo",In piedi,1,no mistake,no correction needed,no correction needed,no answer needed
img12,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è l'attività che la persona a destra nell'immagine sta eseguendo?,"a) Giocando a bocce
b) Lettura
c) Corsa
d) Dormendo",Giocando a bocce,1,no mistake,no correction needed,no correction needed,no answer needed
img12,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è il colore del cappello indossato dalla persona al centro nell'immagine?,"a) Rosso
b) Verde
c) Blu
d) Giallo",Verde,1,no mistake,no correction needed,no correction needed,no answer needed
img13,IBQ,IBQ_Italy.xlsx,Pallone col Bracciale,Qual è lo sport che la persona sta praticando nell'immagine?,"a) Calcio
b) Pallavolo
c) Pallacanestro
d) Pallamano",Pallamano,1,no mistake,no correction needed,no correction needed,no answer needed
