image_no,country,file,sheet,question,option,answer,score,What's wrong in Question,How can I improve the question,How can I improve the Options,Correct Answer
kabaddi_4,IBQ,India_IBQ.xlsx,Kabaddi,इस कोर्ट में आमतौर पर कितनी रेड लाइनें चिह्नित हैं?,"ए) 1, बी) 2, सी) 3, डी) 4",बी) 2,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_4,IBQ,India_IBQ.xlsx,Kabaddi,कबड्डी कोर्ट की सीमा रेखाएँ आमतौर पर किस रंग से चिह्नित होती हैं?,"A) लाल, B) नीला, C) पीला, D) सफेद",D) सफेद,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_4,IBQ,India_IBQ.xlsx,Kabaddi,केंद्र के पास धराशायी रेखा क्या दर्शाती है?,"A) रक्षात्मक क्षेत्र की सीमा, B) वह रेखा जहाँ हमलावरों को पार करना होता है, C) स्थानापन्न खिलाड़ियों के लिए रेखा, D) वह क्षेत्र जहाँ रेफरी खड़ा होता है",बी) वह रेखा जहां हमलावरों को पार करना होगा,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_4,IBQ,India_IBQ.xlsx,Kabaddi,निम्नलिखित में से कौन सी विशेषता छवि में दिखाई नहीं दे रही है?,"A) केंद्रीय रेखा, B) सीमा रेखाएं, C) स्कोरिंग क्षेत्र, D) रेड रेखाएं",C) स्कोरिंग ज़ोन,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_5,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में दिखाए गए कबड्डी कोर्ट पर किस प्रकार की सतह दिखाई दे रही है?,"A) घास, B) कंक्रीट, C) सिंथेटिक फर्श, D) रेत",सी) सिंथेटिक फर्श,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_5,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में कबड्डी कोर्ट की सीमा रेखाएँ किस प्रकार अंकित की गई हैं?,"A) पेंट, B) टेप, C) उभरे हुए अवरोध, D) सतह पर स्पष्ट रेखाएं",D) सतह पर स्पष्ट रेखाएँ,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_5,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में कोर्ट डिज़ाइन की कौन सी उल्लेखनीय विशेषता है जो खिलाड़ियों की सुरक्षा में सहायक है?,"A) फर्श पर नरम गद्दी, B) ऊँचे किनारे, C) फिसलन-रोधी सतह, D) मजबूत कोने",सी) फिसलन-रोधी सतह,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_5,IBQ,India_IBQ.xlsx,Kabaddi,कोर्ट की सतह पर विशिष्ट पैटर्न का प्राथमिक कार्य क्या है?,"A) स्कोरिंग क्षेत्रों को इंगित करने के लिए, B) पकड़ और कर्षण को बढ़ाने के लिए, C) विभिन्न टीमों के क्षेत्रों को अलग करने के लिए, D) प्रतिस्थापन क्षेत्रों को चिह्नित करने के लिए",बी) पकड़ और कर्षण बढ़ाने के लिए,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_6,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में किस प्रकार का कबड्डी कार्यक्रम दिखाया गया है?,"A) पुरुष कबड्डी लीग, B) महिला कबड्डी चैलेंज, C) युवा कबड्डी टूर्नामेंट, D) अंतर्राष्ट्रीय कबड्डी चैंपियनशिप",बी) महिला कबड्डी चैलेंज,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_6,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में चाल चल रहे लाल रंग के खिलाड़ी की प्राथमिक भूमिका क्या है?,"A) रेडर, B) डिफेंडर, C) गोलकीपर, D) फॉरवर्ड",ए) रेडर,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_6,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में नीले रंग के रक्षात्मक खिलाड़ी क्या करने का प्रयास कर रहे हैं?,"A) एक अंक प्राप्त करें, B) रेडर को रोकें, C) गेंद पास करें, D) सर्व करें",बी) हमलावर को रोकें,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_6,IBQ,India_IBQ.xlsx,Kabaddi,"कबड्डी में अंक प्राप्त करने के लिए रेडर द्वारा अपनाई जाने वाली मुख्य रणनीति क्या है, जैसा कि चित्र में दर्शाया गया है?","A) डिफेंडरों को पीछे छोड़कर दौड़ना, B) विरोधियों को टैग करना और उनकी तरफ लौटना, C) टीम के साथियों को गेंद पास करना, D) कोर्ट के चारों ओर ड्रिब्लिंग करना",बी) विरोधियों को टैग करना और उनकी तरफ लौटना,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_7,IBQ,India_IBQ.xlsx,Kabaddi,इस कबड्डी मैच में खिलाड़ियों द्वारा आमतौर पर कौन से उपकरण या पोशाक का उपयोग किया जाता है?,"ए) हेलमेट और घुटने के पैड, बी) जर्सी और शॉर्ट्स, सी) सुरक्षात्मक दस्ताने और मास्क, डी) ट्रैक सूट और स्नीकर्स",बी) जर्सी और शॉर्ट्स,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_7,IBQ,India_IBQ.xlsx,Kabaddi,छवि में टैग होने से बचने के लिए हमलावर कौन सी रणनीति अपना रहा है?,"A) तेजी से दौड़ना, B) स्पिन मूव का उपयोग करना, C) गेंद पास करना, D) कूदना",बी) स्पिन चाल का उपयोग करना,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_7,IBQ,India_IBQ.xlsx,Kabaddi,रेडर की चालों के जवाब में नीली टीम किस रक्षात्मक संरचना का उपयोग कर रही है?,"ए) कोर्ट के आर-पार एक एकल पंक्ति, बी) कोर्ट के आर-पार फैली एक ढीली संरचना, सी) भागने के रास्तों को काटने के लिए एक घनिष्ठ समूह, डी) आक्रामक और रक्षात्मक स्थितियों के बीच बारी-बारी से स्थिति बनाना",C) भागने के रास्तों को बंद करने के लिए एक घनिष्ठ समूह,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_7,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में रक्षात्मक खिलाड़ी अपनी गतिविधियों का समन्वय किस प्रकार कर रहे हैं?,"A) स्वतंत्र रूप से आगे बढ़कर और व्यक्तिगत रूप से प्रतिक्रिया करके, B) हमलावर को फंसाने के लिए संवाद करके और अपनी स्थिति बदलकर, C) केवल हमलावर के सीधे रास्ते को अवरुद्ध करने पर ध्यान केंद्रित करके, D) गति को न्यूनतम करने के लिए स्थिर रहकर",बी) हमलावर को फंसाने के लिए संवाद करके और अपनी स्थिति बदलकर,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_8,IBQ,India_IBQ.xlsx,Kabaddi,रेडर को स्कोर करने से रोकने के लिए रक्षात्मक टीम क्या कर रही है?,"A) हमलावर के चारों ओर एक सघन संरचना बनाना, B) अधिक क्षेत्र को कवर करने के लिए फैल जाना, C) हमलावर का दूर से पीछा करना, D) हमलावर को अपनी सीमा में आने देना",A) हमलावर के चारों ओर एक कड़ी संरचना बनाना,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_8,IBQ,India_IBQ.xlsx,Kabaddi,खिलाड़ियों के लिए रेतीले मैदान पर खेलने की संभावित चुनौती क्या है?,"A) सीमित कर्षण और स्थिरता, B) खेल की गति में वृद्धि, C) बेहतर पकड़ और नियंत्रण, D) कम शारीरिक परिश्रम",A) सीमित कर्षण और स्थिरता,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_8,IBQ,India_IBQ.xlsx,Kabaddi,तेज गति से आगे बढ़ते हमलावर का मुकाबला करने के लिए कौन सी रक्षात्मक रणनीति अपनाई जा सकती है?,"A) शारीरिक टैकल में संलग्न होना, B) एक चुस्त, समन्वित रक्षा बनाए रखना, C) हमलावर को स्वतंत्र रूप से घूमने की अनुमति देना, D) आक्रामक और रक्षात्मक भूमिकाओं के बीच स्विच करना","बी) एक सख्त, समन्वित रक्षा बनाए रखना",1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_8,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में कबड्डी मैच किस सतह पर खेला जा रहा है?,"A) घास, B) रेत, C) कंक्रीट, D) सिंथेटिक फर्श",बी) रेत,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_9,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में प्रदीप नरवाल किस कबड्डी टीम से जुड़े हैं?,"A) बेंगलुरु बुल्स, B) पटना पाइरेट्स, C) यू मुंबा, D) जयपुर पिंक पैंथर्स",बी) पटना पाइरेट्स,0,"The player in the image is wearing a Patna Pirates jersey. However, the question asks about Pradeep Narwal. Pradeep Narwal currently plays for UP Yoddha. The question and answer are based on an outdated information, and doesn't match the image.",चित्र में खिलाड़ी किस कबड्डी टीम से जुड़ा है?,"A) बेंगलुरु बुल्स, B) पटना पाइरेट्स, C) यू मुंबा, D) जयपुर पिंक पैंथर्स",बी) पटना पाइरेट्स
kabaddi_9,IBQ,India_IBQ.xlsx,Kabaddi,वह कबड्डी में मुख्य रूप से कौन सा स्थान खेलते हैं?,"A) डिफेंडर, B) रेडर, C) ऑलराउंडर, D) गोलकीपर",बी) रेडर,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_9,IBQ,India_IBQ.xlsx,Kabaddi,प्रो कबड्डी लीग में उनकी उल्लेखनीय उपलब्धियों में से एक क्या है?,"A) एक सीज़न में सर्वाधिक अंक, B) सर्वश्रेष्ठ डिफेंडर पुरस्कार, C) सर्वाधिक टैकल, D) सर्वश्रेष्ठ ऑलराउंडर पुरस्कार",A) एक ही सीज़न में सर्वाधिक अंक,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_9,IBQ,India_IBQ.xlsx,Kabaddi,कबड्डी में उनकी खेल शैली किस लिए जानी जाती है?,"A) आक्रामक रक्षा, B) त्वरित और चुस्त छापा मारना, C) लंबी दूरी की शूटिंग, D) रणनीतिक अवरोधन",बी) त्वरित और चुस्त छापेमारी,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_10,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में मुख्य घटना क्या दर्शायी गयी है?,"A) प्रो कबड्डी लीग, B) कबड्डी विश्व कप, C) एशियाई कबड्डी चैम्पियनशिप, D) कबड्डी मास्टर्स दुबई",बी) कबड्डी विश्व कप,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_10,IBQ,India_IBQ.xlsx,Kabaddi,"चित्र में दर्शाए अनुसार, कबड्डी विश्व कप के साथ आमतौर पर किस प्रकार का मैच जुड़ा हुआ है?","ए) नॉकआउट टूर्नामेंट, बी) राउंड-रॉबिन लीग, सी) मैत्रीपूर्ण प्रदर्शनी मैच, डी) मिश्रित-लिंग टूर्नामेंट",ए) नॉकआउट टूर्नामेंट,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_10,IBQ,India_IBQ.xlsx,Kabaddi,2016 कबड्डी विश्व कप किस देश ने जीता?,"A) पाकिस्तान, B) भारत, C) बांग्लादेश, D) ईरान",बी) भारत,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_10,IBQ,India_IBQ.xlsx,Kabaddi,2016 कबड्डी विश्व कप फाइनल किस शहर में आयोजित किया गया था?,"A) मुंबई, B) नई दिल्ली, C) बेंगलुरु, D) अहमदाबाद",D) अहमदाबाद,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_11,IBQ,India_IBQ.xlsx,Kabaddi,यह व्यक्ति कबड्डी में मुख्यतः कौन सा खेलता है?,"A) डिफेंडर, B) रेडर, C) ऑलराउंडर, D) गोलकीपर",बी) रेडर,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_11,IBQ,India_IBQ.xlsx,Kabaddi,प्रो कबड्डी लीग (पीकेएल) के किस सीज़न में इस खिलाड़ी को उसके प्रदर्शन के लिए सबसे अधिक जाना जाता है?,"ए) सीज़न 5, बी) सीज़न 6, सी) सीज़न 7, डी) सीज़न 8",सी) सीज़न 7,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_11,IBQ,India_IBQ.xlsx,Kabaddi,प्रो कबड्डी लीग में इस खिलाड़ी की उल्लेखनीय उपलब्धियों में से एक क्या है?,"A) एक ही सीज़न में सबसे ज़्यादा रेड पॉइंट, B) सर्वश्रेष्ठ डिफेंडर का पुरस्कार, C) सबसे ज़्यादा सफल टैकल, D) सबसे ज़्यादा असिस्ट",A) एक ही सीज़न में सबसे ज़्यादा रेड पॉइंट,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_12,IBQ,India_IBQ.xlsx,Kabaddi,नवीन कुमार ने प्रो कबड्डी लीग में किस वर्ष पदार्पण किया?,"ए) 2016, बी) 2017, सी) 2018, डी) 2019",सी) 2018,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_12,IBQ,India_IBQ.xlsx,Kabaddi,कबड्डी में नवीन कुमार की खेल शैली किस लिए जानी जाती है?,"A) रक्षात्मक अवरोधन, B) आक्रामक रेडिंग, C) रणनीतिक पासिंग, D) गोलकीपिंग",बी) आक्रामक छापेमारी,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_12,IBQ,India_IBQ.xlsx,Kabaddi,प्रो कबड्डी लीग में नवीन कुमार की उल्लेखनीय उपलब्धियों में से एक क्या है?,"A) एक ही सीज़न में सबसे ज़्यादा रेड पॉइंट, B) सर्वश्रेष्ठ डिफेंडर का पुरस्कार, C) सबसे सफल टैकल, D) सर्वश्रेष्ठ ऑलराउंडर का पुरस्कार",A) एक ही सीज़न में सबसे ज़्यादा रेड पॉइंट,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_12,IBQ,India_IBQ.xlsx,Kabaddi,प्रो कबड्डी लीग (पीकेएल) के किस सीज़न में नवीन कुमार को उनके प्रदर्शन के लिए सबसे अधिक जाना जाता है?,"ए) सीज़न 6, बी) सीज़न 7, सी) सीज़न 8, डी) सीज़न 9",डी) सीज़न 9,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_13,IBQ,India_IBQ.xlsx,Kabaddi,प्रो कबड्डी लीग (पीकेएल) में वह किस टीम के कप्तान रहे हैं?,"ए) जयपुर पिंक पैंथर्स, बी) बेंगलुरु बुल्स, सी) यू मुंबा, डी) तमिल थलाइवाज",A) जयपुर पिंक पैंथर्स,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_13,IBQ,India_IBQ.xlsx,Kabaddi,भारतीय राष्ट्रीय टीम के सदस्य के रूप में उन्होंने कौन सा प्रमुख कबड्डी खिताब जीता है?,"A) कबड्डी विश्व कप, B) एशियाई खेलों में स्वर्ण पदक, C) प्रो कबड्डी लीग, D) कबड्डी मास्टर्स दुबई",बी) एशियाई खेलों का स्वर्ण पदक,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_14,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में खिलाड़ी कौन है?,"ए) मोहित गोयत, बी) प्रदीप नरवाल, सी) राहुल चौधरी, डी) अनूप कुमार",A) मोहित गोयत,0,"The player in the image is Rahul Chaudhary, not Mohit Goyat. The question and answer are factually incorrect.",चित्र में खिलाड़ी कौन है?,"['ए) मोहित गोयत', 'बी) प्रदीप नरवाल', 'सी) राहुल चौधरी', 'डी) अनूप कुमार']",सी) राहुल चौधरी
kabaddi_14,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में खिलाड़ी मुख्यतः किस स्थिति में खेलता है?,"A) डिफेंडर, B) रेडर, C) ऑलराउंडर, D) कॉर्नर",बी) रेडर,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_14,IBQ,India_IBQ.xlsx,Kabaddi,एक रेडर एक रेड के दौरान प्रतिद्वंद्वी के हाफ में अधिकतम कितनी देर तक रह सकता है?,"A) 10 सेकंड, B) 20 सेकंड, C) 30 सेकंड, D) 40 सेकंड",सी) 30 सेकंड,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_14,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में दिखाया गया खिलाड़ी किस देश का प्रतिनिधित्व करता है?,"A) ईरान, B) भारत, C) दक्षिण कोरिया, D) बांग्लादेश",बी) भारत,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_15,IBQ,India_IBQ.xlsx,Kabaddi,खिलाड़ी किस रक्षात्मक संरचना का उपयोग कर रहे हैं?,"A) शृंखला निर्माण, B) बिखरा हुआ, C) अर्धवृत्त, D) रेखा",C) अर्धवृत्त,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_15,IBQ,India_IBQ.xlsx,Kabaddi,रक्षात्मक भाग में कितने खिलाड़ी हैं?,"ए) 2, बी) 3, सी) 4, डी) 5",बी) 3,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_15,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में हमलावर की स्थिति क्या है?,"A) मध्य रेखा के पास, B) रक्षा के करीब, C) प्रतिद्वंद्वी के आधे भाग में, D) अपने आधे भाग में",बी) रक्षा के करीब,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_15,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में रेफरी क्या कर रहा है?,"A) रेड का संकेत देना, B) अंक देना, C) खेल रोकना, D) खेल देखना",D) खेल देखना,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_16,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में खिलाड़ी किस तकनीक का उपयोग कर रहा है?,"ए) चेन रेड, बी) सिंगल रेड, सी) रनिंग हैंड टच, डी) डू-ऑर-डाई रेड",बी) एकल छापा,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_16,IBQ,India_IBQ.xlsx,Kabaddi,मैदान पर खिलाड़ी की स्थिति क्या है?,"A) बायां कोना, B) दायां कोना, C) बायां रेडर, D) दायां रेडर",D) राइट रेडर,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_16,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में दिखाया गया खिलाड़ी किस टीम का प्रतिनिधित्व कर रहा है?,"A) भारत, B) पाकिस्तान, C) बांग्लादेश, D) श्रीलंका",ए) भारत,0,"The question asks which *country* the player represents, but the image shows a Kabaddi player wearing a team jersey (Bengaluru Bulls). The options are countries, not teams. The question should ask which *team* the player is playing for.",चित्र में दिखाया गया खिलाड़ी किस टीम का प्रतिनिधित्व कर रहा है?,"A) बेंगलुरु बुल्स, B) पटना पाइरेट्स, C) दबंग दिल्ली, D) यू मुंबा",ए) बेंगलुरु बुल्स
kabaddi_16,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में दिखाए गए खिलाड़ी की प्राथमिक भूमिका क्या है?,"A) रेडर, B) डिफेंडर, C) ऑलराउंडर, D) कोच",ए) रेडर,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_17,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में कौन दिखाया गया है?,"ए) अनुप कुमार, बी) प्रदीप नरवाल, सी) राहुल चौधरी, डी) अजय ठाकुर",A) अनूप कुमार,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_17,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में अनूप कुमार किस घटना से जुड़े हैं?,"ए) सेवानिवृत्ति, बी) पदार्पण, सी) चोट, डी) कोचिंग",ए) सेवानिवृत्ति,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_17,IBQ,India_IBQ.xlsx,Kabaddi,अनूप कुमार किस पोजीशन पर खेलने के लिए जाने जाते हैं?,"A) डिफेंडर, B) रेडर, C) गोलकीपर, D) कोच",बी) रेडर,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_17,IBQ,India_IBQ.xlsx,Kabaddi,अनूप कुमार के करियर की उल्लेखनीय उपलब्धि क्या है?,"A) विश्व कप जीत, B) एक सीज़न में सर्वाधिक स्कोरर, C) एक मैच में सर्वाधिक टैकल, D) सर्वश्रेष्ठ कोच पुरस्कार",बी) एक सीज़न में सर्वोच्च स्कोरर,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_18,IBQ,India_IBQ.xlsx,Kabaddi,कबड्डी में मंजीत छिल्लर की मुख्य भूमिका क्या है?,"A) रेडर, B) डिफेंडर, C) ऑलराउंडर, D) कोच",C) ऑलराउंडर,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_18,IBQ,India_IBQ.xlsx,Kabaddi,मनजीत छिल्लर किस कबड्डी लीग में खेलते हैं?,"A) प्रो कबड्डी लीग, B) कबड्डी विश्व कप, C) एशियाई कबड्डी चैम्पियनशिप, D) अंतर्राष्ट्रीय कबड्डी लीग",A) प्रो कबड्डी लीग,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_18,IBQ,India_IBQ.xlsx,Kabaddi,कबड्डी में आक्रमण और बचाव दोनों के लिए कौन सी स्थिति महत्वपूर्ण है?,"A) रेडर, B) डिफेंडर, C) ऑलराउंडर, D) गोलकीपर",C) ऑलराउंडर,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_18,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में मंजीत छिल्लर की जर्सी का प्राथमिक रंग क्या है?,"A) लाल, B) नीला, C) हरा, D) पीला",बी) नीला,0,"The question asks for the primary color of Manjeet Chillar's jersey, but the jersey is primarily red, not blue. Therefore, both the question and the given answer are incorrect.",चित्र में मंजीत छिल्लर की जर्सी का प्राथमिक रंग क्या है?,"A) लाल, B) नीला, C) हरा, D) पीला",ए) लाल
kabaddi_18,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में मंजीत छिल्लर किस कबड्डी टीम से जुड़े हैं?,"ए) जयपुर पिंक पैंथर्स, बी) पटना पाइरेट्स, सी) दबंग दिल्ली, डी) बेंगलुरु बुल्स",A) जयपुर पिंक पैंथर्स,0,"The image shows Manjeet Chillar wearing a Bengaluru Bulls jersey. Therefore, the correct answer should be Bengaluru Bulls, not Jaipur Pink Panthers.",चित्र में मंजीत छिल्लर किस कबड्डी टीम से जुड़े हैं?,"ए) जयपुर पिंक पैंथर्स, बी) पटना पाइरेट्स, सी) दबंग दिल्ली, डी) बेंगलुरु बुल्स",डी) बेंगलुरु बुल्स
kabaddi_19,IBQ,India_IBQ.xlsx,Kabaddi,छवि में खिलाड़ी क्या क्रिया कर रहा है?,"A) आक्रमण करना, B) बचाव करना, C) जश्न मनाना, D) आराम करना",बी) बचाव,0,The correct answer should be 'C) जश्न मनाना' (celebrating) because the player is clearly showing a celebratory gesture with his raised hand and smile. 'B) बचाव करना' (defending) does not match the image.,छवि में खिलाड़ी क्या कर रहा है?,"['A) आक्रमण करना', 'B) बचाव करना', 'C) जश्न मनाना', 'D) आराम करना']",सी) जश्न मनाना
kabaddi_19,IBQ,India_IBQ.xlsx,Kabaddi,वह खिलाड़ी किस टीम का है?,"A) यू मुम्बा, B) पटना पाइरेट्स, C) बंगाल वॉरियर्स, D) गुजरात जायंट्स",C) बंगाल वॉरियर्स,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_20,IBQ,India_IBQ.xlsx,Kabaddi,चित्र में दिखाया गया खिलाड़ी कौन है?,"ए) अजय ठाकुर, बी) प्रदीप नरवाल, सी) राहुल चौधरी, डी) मंजीत छिल्लर",A) अजय ठाकुर,1,no mistake,no correction needed,no correction needed,no answer needed
kabaddi_20,IBQ,India_IBQ.xlsx,Kabaddi,इस तस्वीर में अजय ठाकुर किस टीम के लिए खेल रहे हैं?,"ए) तमिल थलाइवाज, बी) गुजरात फॉर्च्यूनजायंट्स, सी) दबंग दिल्ली, डी) बंगाल वॉरियर्स",A) तमिल थलाइवा,1,no mistake,no correction needed,no correction needed,no answer needed
