image_no,country,file,sheet,question,option,answer,score,What's wrong in Question,How can I improve the question,How can I improve the Options,Correct Answer
chaturanga_2,IBQ,Pakistan_IBQ.xlsx,Chaturanga,بورڈ اور ٹکڑوں کے بارے میں ایک قابل ذکر تفصیل کیا ہے؟,(A) وہ سب ایک جیسے ہیں۔ (B) بورڈ لکڑی کا بنا ہوا ہے، اور ٹکڑوں کو روایتی انداز میں کندہ کیا گیا ہے۔ (C) ٹکڑے پلاسٹک سے بنے ہیں۔ (D) بورڈ ایک ٹھوس رنگ ہے,بورڈ لکڑی کا بنا ہوا ہے، اور ٹکڑوں کو روایتی انداز میں کندہ کیا گیا ہے۔,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_2,IBQ,Pakistan_IBQ.xlsx,Chaturanga,ٹکڑوں کے ڈیزائن کے بارے میں واضح تفصیل کیا ہے؟,(A) وہ سب ایک جیسے ہیں۔ (B) وہ ایک تاریخی فوج کی نمائندگی کرنے والی انتہائی اسٹائلائزڈ شخصیات ہیں۔ (C) وہ پلاسٹک سے بنے ہیں۔ (D) وہ سب سفید فام ہیں۔,وہ سب سفید فام ہیں۔,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_2,IBQ,Pakistan_IBQ.xlsx,Chaturanga,اس گیم کی ظاہری ترتیب کیا ہے؟,(A) یہ ایک بڑے اسٹیڈیم پر ہے۔ (B) یہ پہاڑی، پتھریلی علاقے میں ایک میدان میں ہے۔ (C) یہ شہر کی سڑک پر ہے۔ (D) یہ لکڑی کی میز پر ہے۔,یہ لکڑی کی میز پر ہے۔,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_2,IBQ,Pakistan_IBQ.xlsx,Chaturanga,زمین کی سب سے نمایاں خصوصیت کیا ہے؟,(A) ایک پکی سطح (B) کیچڑ والا میدان (C) ایک گھاس دار سطح (D) لکڑی کی میز,لکڑی کی میز,0,"The question asks about the most prominent feature of the 'earth' (زمین), but the image shows a chessboard on a wooden table. The correct answer provided (لکڑی کی میز - wooden table) is related to the image, but irrelevant to the question. The question and answer are mismatched in context.",تصویر میں سب سے نمایاں خصوصیت کیا ہے؟ (Tasweer mein sabse numayan khusousiyat kya hai? - What is the most prominent feature in the picture?),(A) شطرنج بورڈ (Shatranj board - Chessboard) (B) لکڑی کی میز (Lakri ki mez - Wooden table) (C) سفید مہرے (Safed mehere - White pieces) (D) کیچڑ (Kechar - Mud),لکڑی کی میز
chaturanga_2,IBQ,Pakistan_IBQ.xlsx,Chaturanga,کھیلے جانے والے کھیل کا نام کیا ہے؟,(A) پولو (B) گھوڑوں کی دوڑ (C) بزکشی۔ (D) چتورنگا,چتورنگا,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_2,IBQ,Pakistan_IBQ.xlsx,Chaturanga,یہ گیم کس ملک سے تعلق کی وجہ سے مشہور ہے؟,(A) چین (B) انڈیا (C) یورپ (D) مصر,انڈیا,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_3,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چتورنگا_3 میں دکھایا گیا اہم عمل کیا ہے؟,(A) آرام سے گھوڑے کی سواری۔ (B) سواروں کا ایک گروپ جو مرکزی چیز کے لیے مقابلہ کر رہا ہے۔ (C) روایتی ٹکڑوں کے ساتھ ایک بساط (D) گھوڑوں کی دوڑ,روایتی ٹکڑوں کے ساتھ ایک بساط,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_4,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چتورنگا_4 میں دکھایا گیا اہم عمل کیا ہے؟,(A) آرام سے گھوڑے کی سواری۔ (B) سواروں کا ایک گروپ جو مرکزی چیز کے لیے مقابلہ کر رہا ہے۔ (C) روایتی ٹکڑوں کے ساتھ ایک بساط (D) گھوڑوں کی دوڑ,روایتی ٹکڑوں کے ساتھ ایک بساط,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_5,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_5 میں دکھایا گیا اہم عمل کیا ہے؟,(A) آرام سے گھوڑے کی سواری۔ (B) سواروں کا ایک گروپ جو مرکزی چیز کے لیے مقابلہ کر رہا ہے۔ (C) روایتی ٹکڑوں کے ساتھ ایک بساط (D) گھوڑوں کی دوڑ,روایتی ٹکڑوں کے ساتھ ایک بساط,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_7,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_7 میں دکھایا گیا اہم عمل کیا ہے؟,(A) بساط پر شطرنج کا ایک ٹکڑا (B) لوگوں کا ایک گروپ جو تاش کا کھیل کھیل رہا ہے۔ (C) شطرنج کے ٹکڑے تراشنے والا شخص (D) انتہائی آرائشی ٹکڑوں کے ساتھ ایک بساط,بساط پر شطرنج کا ایک ٹکڑا,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_7,IBQ,Pakistan_IBQ.xlsx,Chaturanga,ٹکڑے کے بارے میں ایک قابل ذکر تفصیل کیا ہے؟,(A) یہ ایک بادشاہ ہے۔ (B) یہ ایک ملکہ ہے۔ (C) یہ ایک بشپ ہے۔ (D) یہ ایک پیادہ ہے۔,یہ ایک ملکہ ہے۔,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_7,IBQ,Pakistan_IBQ.xlsx,Chaturanga,ٹکڑے اور بورڈ کا ظاہری مواد کیا ہے؟,(A) پلاسٹک (B) شیشہ (C) لکڑی (D) دھات,لکڑی,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_7,IBQ,Pakistan_IBQ.xlsx,Chaturanga,تصویر ایک بساط پر ٹکڑا دکھاتا ہے. وہ کون سا تاریخی کھیل ہے جو جدید شطرنج کا پیش خیمہ ہے؟,(A) چیکرس (B) بیکگیمون (C) چتورنگا (D) جاؤ,چتورنگا,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_7,IBQ,Pakistan_IBQ.xlsx,Chaturanga,تصویر کا ظاہری مقصد کیا ہے؟,(A) یہ کھیل کے قوانین کا حصہ ہے۔ (B) یہ ایک برانڈ کا نام ہے۔ (C) یہ ایک تاریخی نشان ہے۔ (D) یہ شطرنج کے ایک ٹکڑے کی قریبی تصویر ہے۔,یہ شطرنج کے ایک ٹکڑے کی قریبی تصویر ہے۔,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_9,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_9 میں دکھایا گیا اہم عمل کیا ہے؟,(A) دو آدمی لڑ رہے ہیں۔ (B) لوگوں کا ایک گروپ جو گیند کا کھیل کھیل رہا ہے۔ (C) لوگوں کا ایک گروپ جو بورڈ گیم کھیل رہا ہے۔ (D) شطرنج کے ٹکڑے تراشنے والا شخص,لوگوں کا ایک گروپ جو بورڈ گیم کھیل رہا ہے۔,1,no mistake,no correction needed,no correction needed,لوگوں کا ایک گروپ جو بورڈ گیم کھیل رہا ہے۔
chaturanga_35,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_35 میں دکھایا گیا اہم عمل کیا ہے؟,(A) آرام سے گھوڑے کی سواری۔ (B) سواروں کا ایک گروپ جو مرکزی چیز کے لیے مقابلہ کر رہا ہے۔ (C) روایتی ٹکڑوں کے ساتھ ایک بساط (D) گھوڑوں کی دوڑ,روایتی ٹکڑوں کے ساتھ ایک بساط,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_34,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_34 میں دکھایا گیا اہم عمل کیا ہے؟,(A) دو لوگ شطرنج کھیل رہے ہیں۔ (B) روایتی ٹکڑوں کے ساتھ ایک بساط (C) لوگوں کا ایک گروپ جو گیند کا کھیل کھیل رہا ہے۔ (D) شطرنج کے ٹکڑے تراشنے والا شخص,دو لوگ شطرنج کھیل رہے ہیں۔,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_40,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_40 میں دکھایا گیا اہم عمل کیا ہے؟,(A) دو آدمی شطرنج کھیل رہے ہیں۔ (B) روایتی ٹکڑوں کے ساتھ ایک بساط (C) لوگوں کا ایک گروپ جو گیند کا کھیل کھیل رہا ہے۔ (D) شطرنج کے ٹکڑے تراشنے والا شخص,دو آدمی شطرنج کھیل رہے ہیں۔,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_47,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_47 میں دکھایا گیا اہم عمل کیا ہے؟,(A) بساط پر شطرنج کا ایک ٹکڑا (B) ایک پارک میں نصب ایک بساط (C) لوگوں کا ایک گروپ جو تاش کا کھیل کھیل رہا ہے۔ (D) شطرنج کے ٹکڑے تراشنے والا شخص,ایک پارک میں نصب ایک بساط,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_47,IBQ,Pakistan_IBQ.xlsx,Chaturanga,تصویر میں ایک عوامی پارک میں بساط دکھائی دے رہی ہے۔ وہ کون سا تاریخی کھیل ہے جو جدید شطرنج کا پیش خیمہ ہے؟,(A) چیکرس (B) بیکگیمون (C) چتورنگا (D) جاؤ,چتورنگا,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_47,IBQ,Pakistan_IBQ.xlsx,Chaturanga,عوامی شطرنج کی میز کا ظاہری مقصد کیا ہے؟,(A) یہ کھیل کے قوانین کا حصہ ہے۔ (B) یہ عوامی تفریح ​​کے لیے ہے۔ (C) یہ ایک تاریخی یادگار ہے۔ (D) یہ ایک برانڈ کا نام ہے۔,یہ عوامی تفریح ​​کے لیے ہے۔,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_69,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_69 میں دکھایا گیا اہم عمل کیا ہے؟,(A) انتہائی آرائشی ٹکڑوں کے ساتھ ایک بساط (B) سواروں کا ایک گروپ جو مرکزی چیز کے لیے مقابلہ کر رہا ہے۔ (C) گھوڑوں کی پریڈ (D) گھوڑوں کی دوڑ,انتہائی آرائشی ٹکڑوں کے ساتھ ایک بساط,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_45,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_45 میں دکھایا گیا اہم عمل کیا ہے؟,(A) دو کھلاڑی لڑ رہے ہیں۔ (B) تاریخی اور جدید شطرنج کا ایک کولیج (C) لوگوں کا ایک گروپ جو تاش کا کھیل کھیل رہا ہے۔ (D) شطرنج کے ٹکڑے تراشنے والا شخص,تاریخی اور جدید شطرنج کا ایک کولیج,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_45,IBQ,Pakistan_IBQ.xlsx,Chaturanga,تاریخی تصویر میں ٹکڑوں کے بارے میں ایک قابل ذکر تفصیل کیا ہے؟,(A) وہ سب ایک جیسے ہیں۔ (B) وہ انتہائی اسٹائلائزڈ شخصیات ہیں۔ (C) وہ پلاسٹک سے بنے ہیں۔ (D) وہ سب سفید فام ہیں۔,وہ انتہائی اسٹائلائزڈ شخصیات ہیں۔,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_45,IBQ,Pakistan_IBQ.xlsx,Chaturanga,جدید تصویر میں بساط کا ظاہری مواد کیا ہے؟,(A) کندہ شدہ نمونوں کے ساتھ لکڑی (B) پلاسٹک (C) شیشہ (D) گتے,کندہ شدہ نمونوں کے ساتھ لکڑی,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_45,IBQ,Pakistan_IBQ.xlsx,Chaturanga,تصویر میں ایک تاریخی اور جدید شطرنج کا کھیل دکھایا گیا ہے۔ وہ کون سا تاریخی کھیل ہے جو جدید شطرنج کا پیش خیمہ ہے؟,(A) چیکرس (B) بیکگیمون (C) چتورنگا (D) جاؤ,چتورنگا,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_45,IBQ,Pakistan_IBQ.xlsx,Chaturanga,کولیج کا ظاہری مقصد کیا ہے؟,(A) یہ کھیل کے قوانین کا حصہ ہے۔ (B) یہ حسب ضرورت کے لیے ایک خصوصیت ہے۔ (C) یہ ایک تاریخی موازنہ ہے۔ (D) یہ ایک برانڈ کا نام ہے۔,یہ ایک تاریخی موازنہ ہے۔,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_45,IBQ,Pakistan_IBQ.xlsx,Chaturanga,تاریخی تصویر میں بورڈ کے ڈیزائن کی سب سے نمایاں خصوصیت کیا ہے؟,(A) یہ ایک سادہ، چیکر سطح ہے (B) اس میں پیچیدہ کندہ شدہ نمونے ہیں۔ (C) یہ ایک ٹھوس رنگ ہے۔ (D) یہ ایک سرکلر بورڈ ہے۔,اس میں پیچیدہ کندہ شدہ نمونے ہیں۔,1,no mistake,no correction needed,no correction needed,اس میں پیچیدہ کندہ شدہ نمونے ہیں۔
chaturanga_46,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_46 میں دکھایا گیا اہم عمل کیا ہے؟,(A) انتہائی آرائشی ٹکڑوں کے ساتھ ایک بساط (B) سواروں کا ایک گروپ جو مرکزی چیز کے لیے مقابلہ کر رہا ہے۔ (C) گھوڑوں کی پریڈ (D) گھوڑوں کی دوڑ,انتہائی آرائشی ٹکڑوں کے ساتھ ایک بساط,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_59,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_59 میں دکھایا گیا اہم عمل کیا ہے؟,(A) دو آدمی لڑ رہے ہیں۔ (B) لوگوں کا ایک گروپ جو گیند کا کھیل کھیل رہا ہے۔ (C) لوگوں کا ایک گروپ جو بورڈ گیم کھیل رہا ہے۔ (D) شطرنج کے ٹکڑے تراشنے والا شخص,لوگوں کا ایک گروپ جو بورڈ گیم کھیل رہا ہے۔,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_49,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_49 میں دکھایا گیا اہم عمل کیا ہے؟,(A) بساط پر شطرنج کا ایک ٹکڑا (B) لوگوں کا ایک گروپ جو تاش کا کھیل کھیل رہا ہے۔ (C) شطرنج کے ٹکڑے تراشنے والا شخص (D) انتہائی آرائشی ٹکڑوں کے ساتھ ایک بساط,انتہائی آرائشی ٹکڑوں کے ساتھ ایک بساط,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_62,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_62 میں دکھایا گیا اہم عمل کیا ہے؟,(A) دو آدمی لڑ رہے ہیں۔ (B) لوگوں کا ایک گروپ جو گیند کا کھیل کھیل رہا ہے۔ (C) لوگوں کا ایک گروپ جو بورڈ گیم کھیل رہا ہے۔ (D) شطرنج کے ٹکڑے تراشنے والا شخص,لوگوں کا ایک گروپ جو بورڈ گیم کھیل رہا ہے۔,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_52,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_52 میں دکھایا گیا اہم عمل کیا ہے؟,(A) بورڈ کا ایک خاکہ (B) لوگوں کا ایک گروپ جو گیند کا کھیل کھیل رہا ہے۔ (C) شطرنج کے ٹکڑے تراشنے والا شخص (D) انتہائی آرائشی ٹکڑوں کے ساتھ ایک بساط,بورڈ کا ایک خاکہ,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_52,IBQ,Pakistan_IBQ.xlsx,Chaturanga,بورڈ کے ڈیزائن کے بارے میں ایک قابل ذکر تفصیل کیا ہے؟,(A) یہ ایک سادہ، چیکر سطح ہے (B) اس میں پیچیدہ کندہ شدہ نمونے ہیں۔ (C) یہ ایک ٹھوس رنگ ہے۔ (D) یہ ایک سرکلر بورڈ ہے۔,اس میں پیچیدہ کندہ شدہ نمونے ہیں۔,1,no mistake,no correction needed,no correction needed,اس میں پیچیدہ کندہ شدہ نمونے ہیں۔
chaturanga_54,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_54 میں دکھایا گیا اہم عمل کیا ہے؟,(A) انتہائی آرائشی ٹکڑوں کے ساتھ ایک بساط (B) سواروں کا ایک گروپ جو مرکزی چیز کے لیے مقابلہ کر رہا ہے۔ (C) گھوڑوں کی پریڈ (D) گھوڑوں کی دوڑ,انتہائی آرائشی ٹکڑوں کے ساتھ ایک بساط,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_71,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_71 میں دکھایا گیا اہم عمل کیا ہے؟,(A) دو کھلاڑی لڑ رہے ہیں۔ (B) شطرنج کے معیاری ٹکڑوں کے ساتھ ایک بساط (C) لوگوں کا ایک گروپ جو تاش کا کھیل کھیل رہا ہے۔ (D) شطرنج کے ٹکڑے تراشنے والا شخص,شطرنج کے معیاری ٹکڑوں کے ساتھ ایک بساط,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_71,IBQ,Pakistan_IBQ.xlsx,Chaturanga,تصویر ایک بساط دکھاتی ہے۔ وہ کون سا تاریخی کھیل ہے جو جدید شطرنج کا پیش خیمہ ہے؟,(A) چیکرس (B) بیکگیمون (C) چتورنگا (D) جاؤ,چتورنگا,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_79,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_79 میں دکھایا گیا اہم عمل کیا ہے؟,(A) انتہائی آرائشی ٹکڑوں کے ساتھ ایک بساط (B) سواروں کا ایک گروپ جو مرکزی چیز کے لیے مقابلہ کر رہا ہے۔ (C) گھوڑوں کی پریڈ (D) گھوڑوں کی دوڑ,انتہائی آرائشی ٹکڑوں کے ساتھ ایک بساط,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_76,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_76 میں دکھایا گیا اہم عمل کیا ہے؟,(A) بساط پر شطرنج کا ایک ٹکڑا (B) ایک سفید پس منظر پر شطرنج کے ٹکڑوں کا ایک گروپ (C) لوگوں کا ایک گروپ جو تاش کا کھیل کھیل رہا ہے۔ (D) شطرنج کے ٹکڑے تراشنے والا شخص,ایک سفید پس منظر پر شطرنج کے ٹکڑوں کا ایک گروپ,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_76,IBQ,Pakistan_IBQ.xlsx,Chaturanga,ٹکڑوں کا ظاہری مواد کیا ہے؟,(A) لکڑی (B) پلاسٹک (C) دھات (D) گتے,دھات,1,no mistake,no correction needed,no correction needed,no answer needed
chaturanga_76,IBQ,Pakistan_IBQ.xlsx,Chaturanga,ٹکڑوں کے ڈیزائن کی سب سے نمایاں خصوصیت کیا ہے؟,(A) یہ ایک سادہ، چیکر سطح ہے (B) اس میں پیچیدہ کندہ شدہ نمونے ہیں۔ (C) یہ ایک ٹھوس رنگ ہے۔ (D) یہ ایک سرکلر بورڈ ہے۔,اس میں پیچیدہ کندہ شدہ نمونے ہیں۔,0,The question asks about 'ٹکڑوں کے ڈیزائن' (piece design) but the image shows chess pieces. The options provided do not accurately describe the designs visible in the image. The question and options are not related to the image. ,چیس کے ٹکڑوں کی سب سے نمایاں خصوصیت کیا ہے؟,(A) یہ ایک سادہ، سیاہ اور سفید سطح ہے (B) اس میں پیچیدہ کندہ شدہ نمونے ہیں۔ (C) یہ ایک ٹھوس رنگ کا ہے (D) یہ ایک سرکلر بورڈ ہے,اس میں پیچیدہ کندہ شدہ نمونے ہیں۔
chaturanga_86,IBQ,Pakistan_IBQ.xlsx,Chaturanga,چترنگا_86 میں دکھایا گیا اہم عمل کیا ہے؟,(A) دو آدمی شطرنج کھیل رہے ہیں۔ (B) روایتی ٹکڑوں کے ساتھ ایک بساط (C) لوگوں کا ایک گروپ جو گیند کا کھیل کھیل رہا ہے۔ (D) شطرنج کے ٹکڑے تراشنے والا شخص,دو آدمی شطرنج کھیل رہے ہیں۔,1,no mistake,no correction needed,no correction needed,no answer needed
buzkashi_1,IBQ,Pakistan_IBQ.xlsx,Buzkashi,buzkashi_1 میں دکھائی جانے والی اہم کارروائی کیا ہے؟,(A) آرام سے گھوڑے کی سواری۔ (B) سواروں کا ایک گروپ جو مرکزی چیز کے لیے مقابلہ کر رہا ہے۔ (C) گھوڑوں کی پریڈ (D) گھوڑوں کی دوڑ,سواروں کا ایک گروپ جو مرکزی چیز کے لیے مقابلہ کر رہا ہے۔,1,no mistake,no correction needed,no correction needed,no answer needed
buzkashi_1,IBQ,Pakistan_IBQ.xlsx,Buzkashi,اس گیم کی ترتیب کے بارے میں ایک قابل ذکر تفصیل کیا ہے؟,(A) یہ ایک بڑے اسٹیڈیم میں ہے۔ (B) یہ پہاڑی، پتھریلی علاقے میں ایک میدان میں ہے۔ (C) یہ شہر کی سڑک پر ہے۔ (D) یہ ایک پرسکون ساحل سمندر پر ہے۔,یہ پہاڑی، پتھریلی علاقے میں ایک میدان میں ہے۔,1,no mistake,no correction needed,no correction needed,no answer needed
buzkashi_1,IBQ,Pakistan_IBQ.xlsx,Buzkashi,سواروں کے لباس کے بارے میں واضح تفصیل کیا ہے؟,(A) وہ جدید کھیلوں کی وردی پہنے ہوئے ہیں۔ (B) انہوں نے روشن نارنجی یا سبز قمیضیں پہن رکھی ہیں۔ (C) وہ رسمی سوٹ پہنے ہوئے ہیں۔ (D) انہوں نے کوئی لباس نہیں پہنا ہوا ہے۔,انہوں نے روشن نارنجی یا سبز قمیضیں پہن رکھی ہیں۔,1,no mistake,no correction needed,no correction needed,no answer needed
buzkashi_1,IBQ,Pakistan_IBQ.xlsx,Buzkashi,سواروں کی ظاہری باڈی پوزیشن کیا ہے؟,(A) وہ سیدھے کھڑے ہیں۔ (B) وہ جھک رہے ہیں اور کسی چیز تک پہنچ رہے ہیں۔ (C) وہ گھوڑوں کی پیٹھ پر لیٹے ہوئے ہیں۔ (D) وہ آرام سے بیٹھے ہیں۔,وہ جھک رہے ہیں اور کسی چیز تک پہنچ رہے ہیں۔,1,no mistake,no correction needed,no correction needed,no answer needed
buzkashi_1,IBQ,Pakistan_IBQ.xlsx,Buzkashi,سواروں کے چہروں سے ظاہری جذبات کیا ہیں؟,(A) پرسکون اور پر سکون (B) خوف زدہ اور بے چین (C) کشیدہ اور شدید (D) خوش اور مسکراتے ہوئے۔,کشیدہ اور شدید,1,no mistake,no correction needed,no correction needed,no answer needed
buzkashi_1,IBQ,Pakistan_IBQ.xlsx,Buzkashi,زمین کی سب سے نمایاں خصوصیت کیا ہے؟,(A) ایک پکی سطح (B) کیچڑ والا میدان (C) ایک گھاس دار سطح (D) ریتلی یا گندگی کی سطح,ریتلی یا گندگی کی سطح,1,no mistake,no correction needed,no correction needed,no answer needed
buzkashi_1,IBQ,Pakistan_IBQ.xlsx,Buzkashi,کھیلے جانے والے کھیل کا نام کیا ہے؟,(A) پولو (B) گھوڑوں کی دوڑ (C) بزکشی۔ (D) گھڑ سواری کے کھیل,بزکشی۔,1,no mistake,no correction needed,no correction needed,no answer needed
