image_no,country,file,sheet,question,option,answer,score,What's wrong in Question,How can I improve the question,How can I improve the Options,Correct Answer
pic7,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে খেলোয়াড়রা কোন কৌশল ব্যবহার করছে?,"A) চারদিক থেকে আক্রমণ, B) নিজের মাঠ রক্ষা করা, C) স্পর্শ এড়ানো, D) বল দখল করা",স্পর্শ এড়ানো,1,no mistake,no correction needed,no correction needed,no answer needed
pic8,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে খেলার জন্য কতজন খেলোয়াড় অংশগ্রহণ করেছে?,"A) ৫ জন, B) ৭ জন, C) ৯ জন, D) ১১ জন",৭ জন,1,no mistake,no correction needed,no correction needed,no answer needed
pic9,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে ভিড় কী করছে?,"A) খেলা খেলছে, B) খাবার বিক্রি করছে, C) ম্যাচ দেখছে, D) বই পড়ছে",ম্যাচ দেখছে,1,no mistake,no correction needed,no correction needed,no answer needed
pic9,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে শিশুরা কী প্রদর্শন করছে?,"A) ভিডিও গেম খেলছে, B) বই পড়ছে, C) প্রথাগত খেলা খেলছে, D) নাচছে",প্রথাগত খেলা খেলছে,1,no mistake,no correction needed,no correction needed,no answer needed
pic10,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে প্রদর্শিত আবহাওয়া কী?,"A) আনুষ্ঠানিক, B) দুঃখজনক, C) উল্লাসিত, D) উত্তেজনাপূর্ণ",উল্লাসিত,1,no mistake,no correction needed,no correction needed,no answer needed
pic10,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে দলগুলো কীভাবে আলাদা করা হয়েছে?,"A) জার্সির রঙ, B) খেলোয়াড়দের আকার, C) জুতোর ধরন, D) উচ্চতা",জার্সির রঙ,1,no mistake,no correction needed,no correction needed,no answer needed
pic11,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,স্কোরবোর্ডে কোন দেশটি প্রদর্শিত হয়েছে?,"A) ভারত, B) বাংলাদেশ, C) পাকিস্তান, D) শ্রীলঙ্কা",বাংলাদেশ,1,no mistake,no correction needed,no correction needed,no answer needed
pic11,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে লাল জার্সি পরা খেলোয়াড়রা কী করছে?,"A) বিশ্রাম নিচ্ছে, B) নিজেদের এলাকা রক্ষা করছে, C) আক্রমণ করছে, D) অন্য খেলা খেলছে",নিজেদের এলাকা রক্ষা করছে,1,no mistake,no correction needed,no correction needed,no answer needed
pic12,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে নীল জার্সি পরা মূল খেলোয়াড়ের কোন অংশ মাটিতে রয়েছে?,"A) হাত, B) পা, C) মাথা, D) মধ্যাংশ",হাত,1,no mistake,no correction needed,no correction needed,no answer needed
pic12,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে লাল জার্সি পরা খেলোয়াড়ের ভূমিকা কী?,"A) রক্ষক, B) আক্রমণকারী, C) রেফারি, D) প্রশিক্ষক",আক্রমণকারী,1,no mistake,no correction needed,no correction needed,no answer needed
pic13,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে নীল জার্সি পরা খেলোয়াড় কোন কৌশল ব্যবহার করছে?,"A) ডাইভ, B) ধরা, C) আঘাত, D) উল্টানো",ধরা,1,no mistake,no correction needed,no correction needed,no answer needed
pic13,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে লাল জার্সি পরা প্রধান খেলোয়াড় কী করছে?,"A) স্পর্শ এড়ানো, B) প্রতিপক্ষের উপর আক্রমণ করছে, C) স্থির রয়েছে, D) বিপরীত দিকে দৌড়াচ্ছে",স্পর্শ এড়ানো,1,no mistake,no correction needed,no correction needed,no answer needed
pic14,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে কোন কৌশল ব্যবহার করা হয়েছে?,"A) এলাকা দখল, B) রক্ষা, C) আক্রমণ, D) প্রতিপক্ষকে এড়ানো",এলাকা দখল,1,no mistake,no correction needed,no correction needed,no answer needed
pic14,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে খেলোয়াড়রা কী প্রদর্শন করছে?,"A) শক্তি, B) আঘাতের কৌশল, C) নমনীয়তা, D) দলের কাজ",দলের কাজ,1,no mistake,no correction needed,no correction needed,no answer needed
pic16,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে প্রদর্শিত ইভেন্টের আবহাওয়া কী?,"A) আরামদায়ক, B) প্রতিযোগিতামূলক, C) পেশাদারী, D) প্রশিক্ষণমূলক",প্রতিযোগিতামূলক,1,no mistake,no correction needed,no correction needed,no answer needed
pic17,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে অংশগ্রহণকারীরা কী প্রদর্শন করছে?,"A) গতি, B) শক্তি, C) কৌশল, D) দলের কাজ",কৌশল,1,no mistake,no correction needed,no correction needed,no answer needed
pic17,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে কী দেখানো হয়েছে?,"A) খেলোয়াড়দের সহযোগিতা, B) প্রশিক্ষণ মুহূর্ত, C) হঠাৎ খেলা, D) প্রশিক্ষণ সেশন",খেলোয়াড়দের সহযোগিতা,1,no mistake,no correction needed,no correction needed,no answer needed
pic18,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে সবুজ জার্সি পরা খেলোয়াড়ের ভূমিকা কী?,"A) রক্ষক, B) দলের অধিনায়ক, C) আক্রমণকারী, D) রেফারি",আক্রমণকারী,1,no mistake,no correction needed,no correction needed,no answer needed
pic20,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে নীল জার্সি পরা খেলোয়াড়ের ভূমিকা কী?,"A) রক্ষক, B) আক্রমণকারী, C) রেফারি, D) প্রশিক্ষক",রক্ষক,1,no mistake,no correction needed,no correction needed,no answer needed
pic23,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে কার্যকলাপের উদ্দেশ্য কী?,"A) প্রশিক্ষণ, B) প্রতিযোগিতা, C) খেলা, D) উৎসব",খেলা,1,no mistake,no correction needed,no correction needed,no answer needed
pic23,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে অংশগ্রহণকারীরা কী করছে?,"A) নাচছে, B) খেলা খেলছে, C) প্রশিক্ষণ নিচ্ছে, D) আচার পালন করছে",খেলা খেলছে,1,no mistake,no correction needed,no correction needed,no answer needed
pic24,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে লাল জার্সি পরা প্রধান খেলোয়াড় কী প্রদর্শন করছে?,"A) রক্ষা, B) আক্রমণ, C) পাস খেলা, D) থেমে থাকা",রক্ষা,1,no mistake,no correction needed,no correction needed,no answer needed
pic24,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে প্রদর্শিত কার্যকলাপের প্রধান উদ্দেশ্য কী?,"A) স্পর্শ এড়ানো, B) বল দখল করা, C) প্রতিপক্ষের উপর আক্রমণ, D) দূরত্ব কমানো",স্পর্শ এড়ানো,1,no mistake,no correction needed,no correction needed,no answer needed
pic25,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে সামনের খেলোয়াড়ের উদ্দেশ্য কী?,"A) ধরা এড়ানো, B) বল দখল করা, C) প্রতিদ্বন্দ্বীকে ছোঁয়া, D) গোল করা",ধরা এড়ানো,1,no mistake,no correction needed,no correction needed,no answer needed
pic26,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে লাল জার্সি পরা খেলোয়াড় কী করছে?,"A) প্রতিপক্ষকে এড়ানো, B) আক্রমণ করছে, C) স্থির রয়েছে, D) মাটি থেকে উঠছে",প্রতিপক্ষকে এড়ানো,1,no mistake,no correction needed,no correction needed,no answer needed
pic27,IBQ,Bangladesh_IBQ.xlsx,Ha-du-du,ছবিতে সামনের খেলোয়াড়রা কী করছে?,"A) রক্ষা করছে, B) আক্রমণ করছে, C) থেমে রয়েছে, D) দৌড়াচ্ছে",আক্রমণ করছে,1,no mistake,no correction needed,no correction needed,no answer needed
pic1,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,লাঠি খেলায় অংশগ্রহণকারীদের ব্যবহৃত কৌশল কী?,"A) ধরা, B) আঘাত, C) ছিনতাই, D) ব্লকিং",আঘাত,1,no mistake,no correction needed,no correction needed,no answer needed
pic1,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,ছবিতে দর্শকদের ভূমিকা কী?,"A) পর্যবেক্ষক, B) অংশগ্রহণকারী, C) আয়োজক, D) খেলোয়াড়",পর্যবেক্ষক,1,no mistake,no correction needed,no correction needed,no answer needed
pic2,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,সামনের প্ল্যানে কোন কাজটি প্রদর্শিত হচ্ছে?,"A) লড়াই, B) প্রশিক্ষণ, C) নাচ, D) আচার অনুষ্ঠান",লড়াই,1,no mistake,no correction needed,no correction needed,no answer needed
pic2,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,পিছনের দর্শকদের কী দেখানো হয়েছে?,"A) সমর্থন, B) আগ্রহ, C) একঘেয়েমি, D) নিষ্ক্রিয়তা",সমর্থন,1,no mistake,no correction needed,no correction needed,no answer needed
pic4,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,প্রতিরক্ষার জন্য কোন কৌশলটি ব্যবহৃত হয়?,"A) ব্লকিং, B) ধরা, C) আঘাত, D) ছিনতাই",ব্লকিং,0,"The question is about a defensive strategy, but the image shows a stick-fighting performance. The context doesn't relate to general sports where blocking, catching, tackling, or stealing would be common defensive strategies. The question and options need to be contextually aligned to the image. The question should be more specific to the context shown.","এই ছবিতে প্রদর্শিত খেলায়, নিজেকে রক্ষা করার জন্য কোন কৌশলটি ব্যবহৃত হয়?","['A) প্রতিহত করা', 'B) ডজ করা', 'C) আক্রমণ করা', 'D) ভারসাম্য রাখা']",A) প্রতিহত করা
pic4,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,পিছনের ড্রামের ব্যক্তির ভূমিকা কী?,"A) অংশগ্রহণকারীদের সমর্থন, B) প্রশিক্ষক, C) আয়োজক, D) খেলোয়াড়",অংশগ্রহণকারীদের সমর্থন,1,no mistake,no correction needed,no correction needed,no answer needed
pic5,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,এই মুহূর্তে কোন কাজটি করা হচ্ছে?,"A) আঘাত, B) প্রতিরক্ষা, C) নাচ, D) সমর্থন",আঘাত,1,no mistake,no correction needed,no correction needed,no answer needed
pic5,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,পিছনের দর্শকরা কী করছে?,"A) পর্যবেক্ষণ করছে, B) ছবি তুলছে, C) গান গাইছে, D) নাচছে",পর্যবেক্ষণ করছে,1,no mistake,no correction needed,no correction needed,no answer needed
pic6,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,লাঠি খেলায় অংশগ্রহণকারীদের মূল উদ্দেশ্য কী?,"A) জয়, B) বিনোদন, C) প্রশিক্ষণ, D) স্ব-প্রতিরক্ষা",স্ব-প্রতিরক্ষা,1,no mistake,no correction needed,no correction needed,no answer needed
pic6,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,সামনের দর্শকদের প্রতিক্রিয়া কী?,"A) উচ্ছ্বাস, B) একঘেয়েমি, C) শান্ত, D) আগ্রহ",উচ্ছ্বাস,1,no mistake,no correction needed,no correction needed,no answer needed
pic6,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,আক্রমণের জন্য কোন কৌশলটি ব্যবহৃত হয়?,"A) পিছলানো, B) ধরা, C) ছিনতাই, D) আঘাত",আঘাত,0,"The question and answer are related to a specific sport/cultural practice depicted in the image, which appears to be a traditional stick-fighting game. While 'আঘাত' (hitting/attack) can be a part of it, it's too broad. The question lacks context and doesn't specify which sport it refers to. 'ছিনতাই' (snatching) is also a very unlikely strategy. The options don't clearly reflect common techniques in this type of sport. Options must be more specific to the context of the image.",এই খেলার আক্রমণে সাধারণত কোন কৌশল ব্যবহার করা হয়?,"['A) লাঠি ঘোরানো', 'B) প্রতিপক্ষের ভারসাম্য নষ্ট করা', 'C) দ্রুত আঘাত করা', 'D) পিছিয়ে যাওয়া']",C) দ্রুত আ���াত করা
pic7,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,ইভেন্টের উপস্থাপকের ভূমিকা কী?,"A) নিয়ম ঘোষণা, B) অংশগ্রহণকারীদের প্রশিক্ষণ, C) ইভেন্ট সংগঠন, D) বিজয়ীদের পুরস্কার",নিয়ম ঘোষণা,1,no mistake,no correction needed,no correction needed,no answer needed
pic7,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,ছবিতে কী প্রদর্শিত হচ্ছে?,"A) দুইজন লাঠি সহ অংশগ্রহণকারী, B) পাহলওয়ানের প্রশিক্ষণ, C) ফুটবল খেলা, D) নৃত্য প্রতিযোগিতা",দুইজন লাঠি সহ অংশগ্রহণকারী,1,no mistake,no correction needed,no correction needed,no answer needed
pic8,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,লড়াইয়ে দর্শকদের প্রতিক্রিয়া কী?,"A) উচ্ছ্বাস, B) আগ্রহ, C) একঘেয়েমি, D) হতাশা",উচ্ছ্বাস,1,no mistake,no correction needed,no correction needed,no answer needed
pic8,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,লাঠি খেলায় অংশগ্রহণকারীরা কী প্রদর্শন করে?,"A) অস্ত্র পরিচালনার দক্ষতা, B) নাচ, C) খেলা, D) প্রশিক্ষণ",অস্ত্র পরিচালনার দক্ষতা,1,no mistake,no correction needed,no correction needed,no answer needed
pic9,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,সামনের প্ল্যানে কোন কাজটি করা হচ্ছে?,"A) আঘাত, B) প্রতিরক্ষা, C) নাচ, D) ছিনতাই",আঘাত,1,no mistake,no correction needed,no correction needed,no answer needed
pic9,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,অংশগ্রহণকারীরা কোন কৌশলটি ব্যবহার করছে?,"A) ধরা, B) আঘাত, C) ব্লকিং, D) ছিনতাই",আঘাত,0,"The question asks about the technique being used, but the context (image) depicts a person practicing Lathi Khel, an Indian martial art using a staff. The provided options (catching, hitting, blocking, snatching) are too generic and don't specifically relate to Lathi Khel. 'Hitting' or 'আঘাত' is partially correct, but it lacks the specificity of the martial art.",ছবিতে অংশগ্রহণকারী কোন ভারতীয় মার্শাল আর্ট কৌশলটি অনুশীলন করছেন?,"['A) লাঠি খেলা', 'B) বক্সিং', 'C) কুস্তি', 'D) জুডো']",A) লাঠি খেলা
pic10,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,প্রতিযোগিতার উপস্থাপকের ভূমিকা কী?,"A) খেলার পরিচালক, B) প্রশিক্ষক, C) অংশগ্রহণকারী, D) দর্শক",খেলার পরিচালক,0,"The question is about the role of a competition presenter, but the image shows a traditional Indian martial art performance (possibly 'Lathi Kheli'). The question and image are unrelated, and the answer 'খেলার পরিচালক' (Game Director) doesn't fit the context of a presenter. The question needs to be adjusted to be relevant to the image. Also, the options are too general. Considering the image, the question should focus on the roles within this specific art form.","লাঠি খেলা অনুষ্ঠানে, প্রশিক্ষকের ভূমিকা কী?","['A) খেলোয়াড়দের পরিচালনা করা', 'B) দর্শকদের উৎসাহিত করা', 'C) কৌশল দেখানো ও প্রশিক্ষণ দেওয়া', 'D) খেলার নিয়ম তৈরি করা']",C) কৌশল দেখানো ও প্রশিক্ষণ দেওয়া
pic10,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,সামনের প্ল্যানে কী দেখানো হয়েছে?,"A) দুইজন লাঠি সহ অংশগ্রহণকারী, B) ফুটবল ম্যাচ, C) প্রশিক্ষণ, D) নৃত্য প্রতিযোগিতা",দুইজন লাঠি সহ অংশগ্রহণকারী,1,no mistake,no correction needed,no correction needed,no answer needed
pic11,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,প্রতিযোগিতার প্রতি দর্শকদের প্রতিক্রিয়া কী?,"A) উচ্ছ্বাস, B) একঘেয়েমি, C) আগ্রহ, D) হতাশা",উচ্ছ্বাস,1,no mistake,no correction needed,no correction needed,no answer needed
pic11,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,সামনের অংশগ্রহণকারীরা কী প্রদর্শন করে?,"A) অস্ত্র পরিচালনার দক্ষতা, B) নাচ, C) খেলা, D) প্রশিক্ষণ",অস্ত্র পরিচালনার দক্ষতা,1,no mistake,no correction needed,no correction needed,no answer needed
pic12,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,পিছনের দর্শকদের প্রতিক্রিয়া কী?,"A) উচ্ছ্বাস, B) একঘেয়েমি, C) আগ্রহ, D) নিষ্ক্রিয়তা",আগ্রহ,1,no mistake,no correction needed,no correction needed,no answer needed
pic12,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,সামনের অংশগ্রহণকারীরা কী করছে?,"A) যুদ্ধের কৌশল প্রদর্শন করছে, B) খেলছে, C) নাচছে, D) বিশ্রাম নিচ্ছে",যুদ্ধের কৌশল প্রদর্শন করছে,1,no mistake,no correction needed,no correction needed,no answer needed
pic13,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,লাঠি খেলায় আক্রমণের জন্য কোন কৌশলটি ব্যবহৃত হয়?,"A) পিছলানো, B) আঘাত, C) ছিনতাই, D) ধরা",আঘাত,1,no mistake,no correction needed,no correction needed,no answer needed
pic14,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,সামনের দর্শকদের ভূমিকা কী?,"A) সমর্থন, B) পর্যবেক্ষণ, C) ছবি তোলা, D) গান গাওয়া",সমর্থন,1,no mistake,no correction needed,no correction needed,no answer needed
pic14,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,কোন উপাদানটি সংস্কৃতির ইঙ্গিত দেয়?,"A) অলংকৃত স্থাপনা, B) দেয়াল, C) গাছ, D) গাড়ি",অলংকৃত স্থাপনা,1,no mistake,no correction needed,no correction needed,no answer needed
pic16,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,পিছনের ড্রামবাদকের ভূমিকা কী?,"A) ছন্দ প্রদান, B) প্রশিক্ষক, C) খেলোয়াড়, D) আয়োজক",ছন্দ প্রদান,1,no mistake,no correction needed,no correction needed,no answer needed
pic16,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,সামনের অংশগ্রহণকারীরা কোন কৌশলটি ব্যবহার করছে?,"A) আঘাত, B) ধরা, C) ছিনতাই, D) ব্লকিং",আঘাত,0,"The image shows two people holding sticks, seemingly practicing a martial art or sport involving sticks. The question asks about a tactic being used by 'front participants', and the answer is 'hit/attack' (আঘাত). This does not align with the image, as it's unclear if they're attacking or practicing a defensive/training maneuver. The options also don't relate specifically to stick-fighting or the activity shown. The question is vague and the answer is based on speculation.",ছবিতে অংশগ্রহণকারীরা কী অনুশীলন করছে?,"['A) বক্সিং', 'B) লাঠি খেলা', 'C) কুস্তি', 'D) দৌড়']",B) লাঠি খেলা
pic17,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,লাঠি খেলায় যুদ্ধের দিকটি কী তুলে ধরে?,"A) লাঠি, B) ঢাল, C) তলোয়ার, D) ঘোড়া",লাঠি,1,no mistake,no correction needed,no correction needed,no answer needed
pic18,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,সামনের উপস্থাপক কী করছে?,"A) প্রদর্শন পরিচালনা করছে, B) লাঠি দিয়ে আঘাত করছে, C) নাচছে, D) ড্রাম বাজাচ্ছে",প্রদর্শন পরিচালনা করছে,1,no mistake,no correction needed,no correction needed,no answer needed
pic18,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,স্ব-প্রতিরক্ষার জন্য কোন কৌশলটি ব্যবহৃত হয়?,"A) ব্লকিং, B) ধরা, C) ছিনতাই, D) আঘাত",ব্লকিং,1,no mistake,no correction needed,no correction needed,no answer needed
pic19,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,সামনের অংশগ্রহণকারীদের ভূমিকা কী?,"A) প্রদর্শনীতে অংশগ্রহণ, B) ইভেন্ট সংগঠন, C) দর্শক, D) নবীনদের প্রশিক্ষণ",প্রদর্শনীতে অংশগ্রহণ,1,no mistake,no correction needed,no correction needed,no answer needed
pic20,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,লাঠি খেলায় যুদ্ধের দিকটি কোন উপাদান তুলে ধরে?,"A) অস্ত্র, B) ঢাল, C) হেলমেট, D) তলোয়ার",অস্ত্র,1,no mistake,no correction needed,no correction needed,no answer needed
pic23,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,পিছনের দর্শকদের ভূমিকা কী?,"A) সমর্থন, B) পর্যবেক্ষণ, C) ছবি তোলা, D) নিষ্ক্রিয়তা",সমর্থন,1,no mistake,no correction needed,no correction needed,no answer needed
pic24,IBQ,Bangladesh_IBQ.xlsx,Lathi Khela,অংশগ্রহণকারীরা কী প্রদর্শন করছে?,"A) অস্ত্র পরিচালনার দক্ষতা, B) নাচ, C) খেলা, D) প্রশিক্ষণ",অস্ত্র পরিচালনার দক্ষতা,1,no mistake,no correction needed,no correction needed,no answer needed
pic1,IBQ,Bangladesh_IBQ.xlsx,Nouka Baich,লাঠি খেলায় অংশগ্রহণকারীদের ব্যবহৃত কৌশল কী?,"A) ধরা, B) আঘাত, C) ছিনতাই, D) ব্লকিং",আঘাত,1,no mistake,no correction needed,no correction needed,no answer needed
pic1,IBQ,Bangladesh_IBQ.xlsx,Nouka Baich,ছবিতে দর্শকদের ভূমিকা কী?,"A) পর্যবেক্ষক, B) অংশগ্রহণকারী, C) আয়োজক, D) খেলোয়াড়",পর্যবেক্ষক,1,no mistake,no correction needed,no correction needed,no answer needed
pic2,IBQ,Bangladesh_IBQ.xlsx,Nouka Baich,নৌকা বাইচ প্রতিযোগিতায় কৌশলটি কী?,"A) একযোগে ছাঁটা, B) বাধা দেওয়া, C) পাল্টা আক্রমণ, D) পাল তোলা",একযোগে ছাঁটা,1,no mistake,no correction needed,no correction needed,no answer needed
pic2,IBQ,Bangladesh_IBQ.xlsx,Nouka Baich,ছবিতে নৌকাগুলি কীভাবে সজ্জিত?,"A) পাল, B) রং, C) পতাকা, D) ছাতা",পতাকা,1,no mistake,no correction needed,no correction needed,no answer needed
pic3,IBQ,Bangladesh_IBQ.xlsx,Nouka Baich,নৌকা বাইচ প্রতিযোগিতায় অংশগ্রহণকারীরা কিসের উপর নির্ভর করে?,"A) সমন্বয়, B) ব্যক্তিগত দক্ষতা, C) শক্তি, D) গতি",সমন্বয়,1,no mistake,no correction needed,no correction needed,no answer needed
pic3,IBQ,Bangladesh_IBQ.xlsx,Nouka Baich,ছবিতে প্রতিযোগিতার পরিবেশ কেমন?,"A) উত্সাহী, B) শান্ত, C) বিরক্তিকর, D) সাধারণ",উত্সাহী,1,no mistake,no correction needed,no correction needed,no answer needed
pic5,IBQ,Bangladesh_IBQ.xlsx,Nouka Baich,নৌকা বাইচ প্রতিযোগিতায় অংশগ্রহণকারীরা কোন পদ্ধতি ব্যবহার করছেন?,"A) সিঙ্ক্রোনাইজড রোয়িং, B) ব্যক্তিগত স্ট্রোক, C) পাল্টা আক্রমণ, D) ব্লকিং",সিঙ্ক্রোনাইজড রোয়িং,1,no mistake,no correction needed,no correction needed,no answer needed
pic5,IBQ,Bangladesh_IBQ.xlsx,Nouka Baich,ছবিতে নৌকাগুলি কীভাবে সাজানো হয়েছে?,"A) রং, B) পতাকা, C) পাল, D) ড্রাম",পতাকা,1,no mistake,no correction needed,no correction needed,no answer needed
pic6,IBQ,Bangladesh_IBQ.xlsx,Nouka Baich,নৌকা বাইচ প্রতিযোগিতার অন্যতম বৈশিষ্ট্য কী?,"A) সমন্বিত রোয়িং, B) পালের ব্যবহার, C) সিঙ্ক্রোনাইজড ছড়ানো, D) ড্রাম বাজানো",সমন্বিত রোয়িং,1,no mistake,no correction needed,no correction needed,no answer needed
